filename;width;height;class;xmin;ymin;xmax;ymax
18_2_14_64.jpg;64;64;waldo;1;44;15;64
18_3_1_256.jpg;256;256;waldo;178;177;210;224
18_7_3_128.jpg;128;128;waldo;49;50;81;96
18_14_6_64.jpg;64;64;waldo;51;50;64;63
19_0_1_256.jpg;256;256;waldo;1;180;16;220
19_0_3_128.jpg;128;128;waldo;1;52;14;86
19_2_3_256.jpg;256;256;waldo;115;52;134;82
21_0_0_256.jpg;256;256;waldo;29;58;80;117
ali_baba.jpg;3505;2226;waldo;2532;1313;2572;1353
aztec.jpg;1800;1128;waldo;1693;596;1721;637
ballet.jpg;3544;2228;waldo;2218;2005;2245;2038
ballet.jpg;3544;2228;waldo;3482;1737;3515;1780
ballet.jpg;3544;2228;waldo;3464;841;3498;871
bigs.jpg;3564;2256;waldo;620;1459;656;1504
fla.jpg;3540;2254;waldo;840;1527;879;1588
future.jpg;3000;1975;waldo;871;1002;897;1037
future.jpg;3000;1975;waldo;1199;1213;1229;1241
knight.jpg;3591;2244;waldo;198;1898;264;2042
krawall.jpg;3544;2226;waldo;2206;1501;2245;1539
legion.jpg;3542;2231;waldo;433;1016;459;1042
musketier.jpg;3547;2224;waldo;1853;1763;1888;1800
pirates.jpg;2560;1599;waldo;2481;598;2512;660
pyramids.jpg;1776;1113;waldo;1371;287;1404;347
rom.jpg;1799;1127;waldo;735;307;765;367
spae.jpg;3538;2223;waldo;3223;1213;3262;1267
stars.jpg;3553;2227;waldo;2514;898;2544;937
temp.jpg;3473;2175;waldo;795;688;879;908
temp.jpg;3473;2175;waldo;2281;600;2310;634
underground.jpg;3566;2257;waldo;3067;880;3092;920
vikings.jpg;1848;1158;waldo;184;840;204;869
1_tad.jpg;2048;1251;waldo;706;513;743;562
10_tad.jpg;1600;980;waldo;715;157;733;181
11_tad.jpg;2828;1828;waldo;460;1530;482;1557
12_tad.jpg;1276;1754;waldo;846;517;878;563
13_tad.jpg;1280;864;waldo;932;274;942;288
14_tad.jpg;1700;2340;waldo;197;1878;237;1919
15_tad.jpg;1600;1006;waldo;297;428;311;445
17_tad.jpg;1599;1230;waldo;751;250;772;281
18_tad.jpg;1590;981;waldo;1259;75;1290;111
19_tad.jpg;1280;864;waldo;338;623;351;640
2_tad.jpg;1286;946;waldo;82;521;107;554
3_tad.jpg;2048;1346;waldo;1390;463;1422;500
4_tad.jpg;2048;1272;waldo;1484;279;1507;306
5_tad.jpg;2100;1760;waldo;882;594;913;634
6_tad.jpg;2048;1454;waldo;1715;408;1754;452
7_tad.jpg;1949;1419;waldo;817;951;852;999
8_tad.jpg;2800;1760;waldo;1166;291;1191;322
9_tad.jpg;1298;951;waldo;231;735;261;769
8_tad.jpg;2800;1760;waldo;618;130;707;227
10_tad.jpg;1600;980;waldo;428;83;483;145
16_tad.jpg;1525;3415;waldo;556;0;1140;630
20_tad.jpg;2953;2088;waldo;290;1680;331;1731
21_tad.jpg;2048;1515;waldo;1321;1366;1350;1398
22_tad.jpg;960;671;waldo;470;125;484;141
23_tad.jpg;2560;1680;waldo;1422;728;1440;755
24_tad.jpg;1772;1112;waldo;723;1055;741;1076
25_tad.jpg;736;536;waldo;461;44;474;60
26_tad.jpg;954;702;waldo;883;332;904;353
27_tad.jpg;700;700;waldo;132;82;152;106
28_tad.jpg;661;720;waldo;485;502;498;517
29_tad.jpg;1286;944;waldo;930;594;948;617
30_tad.jpg;900;648;waldo;678;496;693;516
31_tad.jpg;500;256;waldo;401;5;440;52
32_tad.jpg;325;300;waldo;145;18;186;68
33_tad.jpg;456;256;waldo;145;0;314;176
34_tad.jpg;413;500;waldo;175;2;290;132
35_tad.jpg;600;374;waldo;300;44;515;254
36_tad.jpg;591;629;waldo;171;20;196;48
36_tad.jpg;591;629;waldo;270;5;300;42
36_tad.jpg;591;629;waldo;358;5;388;38
36_tad.jpg;591;629;waldo;449;8;479;40
36_tad.jpg;591;629;waldo;527;15;554;48
36_tad.jpg;464;547;waldo;94;270;106;279
